id,role,last affiliation country,first publication year,tools,disciplines
802b0a6d510877c91f568d5eaf53ada4,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word | LaTeX,Médecine
8033083ee70f95f008eadefdd7e50e26,Other,Germany,I haven't published (yet),MS Word,Sciences sociales et économie | Arts et Lettres
8034543c26a3810a809c37ec05bba1e3,PhD student,Germany,2011-2016,MS Word | LaTeX,Sciences de la vie
8045c19cc24c776c628ce811820515c4,Librarian,Germany,1991-2000,MS Word | Google Drive/Docs,Arts et Lettres
804849705f2aa2f629dbf58c8b6b2635,Professor / Associate professor / Assistant professor,Iran,2001-2005,MS Word,Ingénierie & technologie
804e18c4185adecac0924913479d7ee7,Professor / Associate professor / Assistant professor,New Zealand,1991-2000,MS Word,Sciences physiques
804e847d8198525250e5f159f46c3978,Professor / Associate professor / Assistant professor,Netherlands,before 1991,LaTeX,Sciences physiques
805429f165f1392969116ae80ef0e648,Professor / Associate professor / Assistant professor,Iran,2006-2010,MS Word,Médecine
805f00bacad56bb9e4fc70619d8807e6,Librarian,Sweden,I haven't published (yet),MS Word | Google Drive/Docs,Sciences physiques | Sciences de la vie | Médecine
805fbd9c034b8d33f1a2a401b44eae24,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Sciences sociales et économie
8068cec6641e174c0e972c970fc663f9,Professor / Associate professor / Assistant professor,Japan,1991-2000,MS Excel | MS Word,Sciences de la vie
806c60f0a8c0c4e2a8e83b9ed5229471,Librarian,Denmark,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
806dec266fd70b8c99756a1cad7f4bca,Professor / Associate professor / Assistant professor,Turkey,2011-2016,MS Word,Sciences de la vie
806ea92ec9a169087dc8a2ec450f1e3b,Bachelor/Master student,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
8075f3b090ce79c2ed003276e89aa804,Professor / Associate professor / Assistant professor,Brazil,2006-2010,MS Word,Sciences de la vie
807edaa13fb66c3932edc9195eb27449,Professor / Associate professor / Assistant professor,Japan,1991-2000,MS Word,Médecine
80818dc28bbe70d3aba45b94114653c4,Other,United Kingdom,I haven't published (yet),MS Word,Médecine
8089e8f6f44ac63af4d6d77c12712b31,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences de la vie
809092bf3e5c5e85cc7a312c8101045d,Postdoc,Lithuania,2011-2016,LaTeX,Sciences physiques
8095dd53440ac15b75ba606f1811db04,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
8099ac87ac516df4d1101f7f389b3735,Postdoc,Italy,2011-2016,MS Word,Sciences de la vie
80a314305c419216da7e990b63f4cb00,Professor / Associate professor / Assistant professor,Turkey,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
80a3874f63590f5e600561ce7f64bd20,Professor / Associate professor / Assistant professor,Philippines,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
80a5a3f1e77395fa0d92e959fae331d9,Bachelor/Master student,Germany,I haven't published (yet),Pages,Arts et Lettres
80a5e67189b4681cac05b6915eebaecf,PhD student,Norway,2011-2016,LaTeX,Sciences sociales et économie
80a74d1ecb176670756b8ee499a9df7b,Professor / Associate professor / Assistant professor,Mexico,before 1991,LaTeX,Sciences physiques
80a8012c6e238ed6aa773107ef774c65,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word,Sciences de la vie
80aad4f3a979244a17a52764ae37f1f8,Postdoc,Netherlands,1991-2000,MS Word,Médecine
80ab4957ce1aa235b4ea9245e429f6fa,Industry / Government,United Kingdom,2001-2005,MS Word,Sciences de la vie
80abd71902599d91315adcd7a4edb54e,Postdoc,United States,2006-2010,MS Word | Google Drive/Docs,Sciences de la vie
80ae1afb29821cfb0281e083988f2bc0,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word,Médecine
80b0900fb42131c57e75d2e75d8133e2,Librarian,United States,2006-2010,Scriptdoc | MS Word | Google Drive/Docs | Scrivener,Arts et Lettres
80b2b16ba910fc6fb25ff897bb800df8,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | LaTeX,Ingénierie & technologie
80b37a7f9ee1450db34dca80b373b796,PhD student,Greece,1991-2000,MS Word,Médecine
80b9a1e2aecb32ae166808282d1cbd2e,Other,Iran,I haven't published (yet),MS Word,Sciences sociales et économie
80bac53f6a48caf93dc1b8763d7fa1c3,Professor / Associate professor / Assistant professor,Italy,before 1991,Evernote | MS Word | Google Drive/Docs | Scrivener,Arts et Lettres
80bba5b9c02ef2948f2cd584075520bf,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word,Sciences de la vie
80bbb1f7716675160256fcf5a6db5895,PhD student,France,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie
80c25231fbabf0bbd4d828b819a98ae2,Postdoc,France,2011-2016,LaTeX,Sciences de la vie
80c77afd8b67aa57dc2c77518f772b7b,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word | Google Drive/Docs,Arts et Lettres
80c9291219984e0af248ef74cdbbde38,PhD student,Japan,2011-2016,MS Word | Google Drive/Docs | LaTeX,Sciences sociales et économie
80c9ea6d743c3363faa60eea2b8f3ce0,Bachelor/Master student,Greece,I haven't published (yet),MS Word | Google Drive/Docs,Arts et Lettres
80cbe4619b1f54939e8f4387c0353d35,Professor / Associate professor / Assistant professor,Germany,before 1991,MS Word,Sciences de la vie
80d0c05cf6951475733f4dd0814bb703,Other,Australia,2006-2010,MS Word | Google Drive/Docs,Arts et Lettres
80d1bcb028c6db7d9f68ccfb187d5447,Postdoc,United Kingdom,2006-2010,MS Word,Sciences sociales et économie
80e1322c675aa7487300ad6387a7b4a4,Industry / Government,United States,before 1991,MS Word | Google Drive/Docs,Sciences sociales et économie
80e13febe68aeb9185a5c9e1c272714b,Postdoc,United Kingdom,2006-2010,MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
80e3cb15c07c8142d55427c51e7604ee,PhD student,Canada,2011-2016,MS Word | LaTeX,Sciences physiques | Sciences de la vie
80ed535a0d8a5b558bca25a017e2f1d7,Industry / Government,Italy,2006-2010,MS Word,Sciences sociales et économie
80f022298d6efc38605bbda287840355,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie
80f538ae8a150183e33f47889bbdcb31,Postdoc,Netherlands,2011-2016,MS Word,Médecine
80f6ba8edc80470b4f9d3bccbb47c5b1,Professor / Associate professor / Assistant professor,India,2001-2005,MS Word | Google Drive/Docs,Médecine
80f8e053bc8ab19b6c980d8e09542a92,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,Ulysses | Editorial (app) | MS Word,Sciences de la vie | Sciences sociales et économie | Droit
80fe1ff73daba6aeb2cf3cea473f484d,Other,United Kingdom,2011-2016,MS Word | Google Drive/Docs,Ingénierie & technologie | Sciences sociales et économie | Arts et Lettres
810254ec5c4e179b99c8b5c79cfd3bf4,PhD student,Norway,2001-2005,HTML editor | Linked Research | Google Drive/Docs | LaTeX,Ingénierie & technologie
810b9bcf32bb6e30a499d48d5534d5c1,PhD student,United States,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
810bdbd7d6b30c0836b40b9c0da77596,Postdoc,United States,2001-2005,Adobe Reader | Adobe Acrobat | MS Word,Ingénierie & technologie
810dd06051909098cd2f78add647391d,Professor / Associate professor / Assistant professor,China,2001-2005,MS Word,Sciences de la vie
810f93b570650c18908afc4d86d430f6,Industry / Government,Germany,2011-2016,MS Word,Ingénierie & technologie
8111ba96fb2d649bf9d08ba700c9eb02,Postdoc,Italy,2001-2005,MS Word | LaTeX,Sciences de la vie
811363107ab4690dce1228d270901e06,Librarian,Uruguay,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
811688191f802fe09916cf3244722e67,Professor / Associate professor / Assistant professor,Argentina,1991-2000,MS Word | Google Drive/Docs,Arts et Lettres
81175e87e996a409b5a02c9397df5923,Librarian,Germany,I haven't published (yet),MS Word,Sciences sociales et économie
81216a8ab81fad00db7892bf9b57d97b,Postdoc,United Kingdom,2006-2010,MS Word,Ingénierie & technologie | Sciences sociales et économie
8121cbcbb560cd4b23ed4d9e200fddcc,PhD student,Netherlands,2011-2016,MS Word,Médecine
812955391f40054e06e42569cc82c465,Librarian,Finland,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
812bb2a4de89ddcc203309aa281fa640,PhD student,Switzerland,2011-2016,MS Word,Médecine
8130be0de8448d99f42ec33fcb867b7d,Professor / Associate professor / Assistant professor,Portugal,1991-2000,WordPerfect | LibreOffice,Sciences de la vie
813415802cf3615e31dd51ceb01d3527,Professor / Associate professor / Assistant professor,China,2006-2010,MS Word | LaTeX,Sciences physiques
813461f27481bc0b5e8769d162538f99,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie
813525a98ecaaf14012593ac5055063f,PhD student,United Kingdom,2011-2016,MS Word,Ingénierie & technologie | Sciences sociales et économie
81364e1cdc22c74b34a8ab7a9aa4dd07,Professor / Associate professor / Assistant professor,Nepal,2011-2016,MS Word,Sciences sociales et économie
81379a8d13fcdb3f6f203957827df2f9,Professor / Associate professor / Assistant professor,Turkey,2001-2005,MS Word,Sciences de la vie
8138034f1930f7d939cbd4b9ecb2bbde,PhD student,United Kingdom,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
813856300e00be6e46bf19a4e4349ada,Librarian,United States,1991-2000,MS Word | Google Drive/Docs,Arts et Lettres
8138a19e7d22d00c39cce0d494265688,Professor / Associate professor / Assistant professor,India,2011-2016,MS Word | LaTeX,Ingénierie & technologie
814135ace0c08ae98ec55288c568fb5b,Professor / Associate professor / Assistant professor,Ethiopia,2006-2010,MS Word,Sciences sociales et économie
81423ccdc6c95109b4dc87cc7fae3a81,Professor / Associate professor / Assistant professor,Ireland,before 1991,MS Word,Médecine
8148376290ffd1f9f1db4191cf183cc6,Other,Australia,before 1991,BBEdit | MS Word | Nisus Writer | Pages | MS Word | Scrivener,Sciences sociales et économie
814a7ab315c327cc9204c11116c94246,PhD student,Netherlands,2011-2016,MS Word | Google Drive/Docs,Arts et Lettres
814bef3d15c4a4ce995bf119333d3b06,Professor / Associate professor / Assistant professor,Sweden,before 1991,MS Word,Médecine
815375b98082cd2518f812246f1d6287,Professor / Associate professor / Assistant professor,France,1991-2000,MS Word,Ingénierie & technologie
815397a49065d60013157fb2c0aa0ee6,Other,Netherlands,2001-2005,MS Word,Médecine
8156c4d410a220c91b26489bcc2171e3,Librarian,South Africa,I haven't published (yet),MS Word,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine | Sciences sociales et économie | Droit | Arts et Lettres
815a6b62af21262e4916202d55e1818e,Professor / Associate professor / Assistant professor,Netherlands,2006-2010,MS Word | Google Drive/Docs,Sciences physiques
815b7f145ae1e318d376dbb46c7af4a0,Professor / Associate professor / Assistant professor,China,2011-2016,MS Word,Médecine
8161150f20994561809017f397325e3b,Publisher,Mexico,1991-2000,MS Word,Médecine
816827c7dd1750529f3f2e1b65f3aaf9,Professor / Associate professor / Assistant professor,Spain,2001-2005,LaTeX,Ingénierie & technologie
81689488a3673615cce13c0bf0dafc30,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,Adobe Acrobat | MS Word,Sciences de la vie | Sciences sociales et économie
8168c0513772d05012ceea3faa523a68,Other,France,2001-2005,MS Word | Google Drive/Docs | Scrivener,Sciences sociales et économie
81692a656335c1a740cea96950524843,Professor / Associate professor / Assistant professor,India,2006-2010,MS Word | Google Drive/Docs,Sciences de la vie
816f4158655da9f12d720069c017bf79,Postdoc,South Africa,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
81727a2508ced3f73a07f3afc1cfba2e,Postdoc,Brazil,2006-2010,MS Word,Médecine
81734d6ff96d2cc54f0b745a5304fa38,Professor / Associate professor / Assistant professor,India,2006-2010,MS Word,Sciences sociales et économie
8175e3313842af77dc99e86e447ddb9a,Professor / Associate professor / Assistant professor,South Africa,before 1991,MS Word,Ingénierie & technologie
81766353ed8b987cd461c0f59b0033be,Professor / Associate professor / Assistant professor,India,before 1991,MS Word | LaTeX,Sciences sociales et économie
817724e9cd3c03295ef0685dc46eb6b0,Professor / Associate professor / Assistant professor,China,2011-2016,MS Word,Sciences de la vie
817a10d2f605b5949189f3869f89a8d4,Postdoc,Spain,1991-2000,MS Word | Google Drive/Docs,Médecine
817b4833aaf1f85f82a53a9c77e60353,PhD student,Saudi Arabia,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
817b769c346b8480810c949a8c361d66,Bachelor/Master student,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
817d53c0250f85667f1024469b6b2075,Bachelor/Master student,Thailand,2011-2016,Google Drive/Docs | LaTeX,Ingénierie & technologie
817dc6c00dcb37360f0c67ce1a8ec07e,PhD student,Serbia,2011-2016,MS Word,Sciences de la vie | Médecine
817efdca212f259f0e0de91938dbda37,Professor / Associate professor / Assistant professor,France,2001-2005,MS Word,Sciences de la vie | Médecine
818421a3b575d018526b2c5815f774c9,Professor / Associate professor / Assistant professor,Argentina,2006-2010,LibreOffice | Google Drive/Docs,Ingénierie & technologie
8186e3191b88319222674ad62c477b5b,Professor / Associate professor / Assistant professor,Brazil,1991-2000,MS Word | LaTeX,Sciences physiques
818aee816c54f4be55de4cad544ed886,PhD student,France,I haven't published (yet),LibreOffice | MS Word,Sciences sociales et économie
818d80ce01e87d1bfbbe75471035132c,Postdoc,Australia,2011-2016,MS Word | Google Drive/Docs | Scrivener,Sciences sociales et économie
818dac7fce0697e27dcba00630049cc9,PhD student,United States,I haven't published (yet),MS Word,Sciences sociales et économie
818f7d39aa40021aa989ecebb7815a87,Professor / Associate professor / Assistant professor,China,2006-2010,MS Word | LaTeX,Sciences sociales et économie
8196886b3873ef3ca99864058793f9d1,Bachelor/Master student,South Africa,I haven't published (yet),MS Word,Sciences sociales et économie
8198737ddb551a77f18264379ead66c9,Professor / Associate professor / Assistant professor,France,2011-2016,MS Word,Sciences de la vie
819b490288a19d231bdd3ae1968f97fd,PhD student,United States,2011-2016,MS Word,Médecine
819bfab260eba313f206a342fe26afd1,Professor / Associate professor / Assistant professor,New Zealand,2001-2005,MS Word,Sciences sociales et économie
819c5594d3e54ae00cb6791f7881c28f,Professor / Associate professor / Assistant professor,United States,1991-2000,LaTeX,Ingénierie & technologie | Sciences de la vie
819e6c15d033f40534f18a77204c55dc,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word,Sciences de la vie
819ec7d30a506081d644ee18366115cc,PhD student,South Africa,I haven't published (yet),MS Word,Sciences physiques
81a084d9ca9ba26ea672188532054632,Professor / Associate professor / Assistant professor,Netherlands,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
81a37da83e10f6bb7c95b9d31067d0c0,Postdoc,United Kingdom,2001-2005,MS Word,Sciences de la vie
81a94ba575c39f0a44e10395ca582535,Bachelor/Master student,Germany,2011-2016,MS Word,Ingénierie & technologie
81ace2af6c5c881fe554f27a035bf8d0,Professor / Associate professor / Assistant professor,France,2006-2010,MS Word,Médecine
81aec9d23c5dfedad5bc29a764fb7cd2,Librarian,United States,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
81b68e45d91ca9a2245a8417c9467850,Professor / Associate professor / Assistant professor,United States,2001-2005,Adobe Creative Suite | Adobe Illustrator | Adobe Photoshop | MS Word,Sciences de la vie | Médecine
81bb21cf997c4c9b19e8760b53927981,Other,France,before 1991,MS Word | Google Drive/Docs,Médecine
81c011b111c06869072daadadbc358fe,Professor / Associate professor / Assistant professor,France,1991-2000,MS Word,Sciences sociales et économie
81c732f4a67b333d4aa51d51f16f74f1,Professor / Associate professor / Assistant professor,Spain,before 1991,MS Word,Sciences de la vie
81cbbe709b7de15b36029b01b7c0e67f,Professor / Associate professor / Assistant professor,Canada,before 1991,MS Word,Médecine
81cbf0f6c863d246ab4511b15a06eb08,Other,Germany,2006-2010,MS Word | LaTeX,Sciences de la vie
81cd4fba326e09257351251da58db9e2,Librarian,Italy,2011-2016,MS Word,Médecine
81cf53b52999e6b30b0cda454536f8f5,Other,India,2011-2016,MS Word | Google Drive/Docs,Médecine
81cf6dd4eecdea9da028ca9d82c7c128,Professor / Associate professor / Assistant professor,Canada,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
81d22cc1cf2d713a6c02acc6f4fd3602,Bachelor/Master student,Netherlands,I haven't published (yet),MS Word | Google Drive/Docs,Droit
81d250e630b4725eacb8b5e7b82e5abd,Professor / Associate professor / Assistant professor,Argentina,before 1991,MS Word,Ingénierie & technologie
81d4683db485b42363332776b60b306b,Other,France,2006-2010,LibreOffice | MS Word,Ingénierie & technologie
81d55dfb08fdbaf1e6546632a9bad1d9,PhD student,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie | Médecine | Sciences sociales et économie
81d65c3ef6b937f6756d9f72db178d67,Professor / Associate professor / Assistant professor,Hungary,before 1991,LaTeX,Sciences de la vie
81d73e466e0e56e29ac2a29f3ce2315d,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences sociales et économie
81d9591799f7b17b040f9445ff0361a0,PhD student,Netherlands,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
81e15f3008a4a641d67c37638abc4201,Professor / Associate professor / Assistant professor,China,2001-2005,LaTeX,Sciences physiques | Arts et Lettres
81e2bc467b3eaef6b9bf51d59f6c98a2,PhD student,Australia,2001-2005,MS Word,Arts et Lettres
81e309aa86dc38aa694746dd6db7d78f,Bachelor/Master student,Germany,I haven't published (yet),MS Word,Sciences de la vie
81e3489f1da795af323302cc448bf4fb,Professor / Associate professor / Assistant professor,France,2011-2016,LyX | MS Word | LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
81e4934a5c08d98e1702f6e0d6b07ea6,Professor / Associate professor / Assistant professor,Malaysia,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
81eee2f2e7fbc7dbfa7ce332e7490c76,Professor / Associate professor / Assistant professor,New Zealand,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
81f99d1672625e9a369eb0e76279d5aa,Professor / Associate professor / Assistant professor,Switzerland,1991-2000,MS Word | LaTeX,Sciences physiques | Ingénierie & technologie
81fc99bcb34609bc5d52a09514281b31,Professor / Associate professor / Assistant professor,Norway,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
82008fa8110962bb1ef7745c19678db8,Professor / Associate professor / Assistant professor,Italy,2001-2005,MS Word,Sciences sociales et économie
820167f794415a9593fb5b911a04bb2d,Librarian,Canada,I haven't published (yet),MS Word | Google Drive/Docs,Droit
8203d9d44b2f3a10d38cf637e3c7faa6,PhD student,Finland,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
8205d491ee6fe7ee6d135cfedc8526f1,Bachelor/Master student,Ethiopia,I haven't published (yet),MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
820a4dfedc00c7d43126ee32dff05dc6,PhD student,Germany,I haven't published (yet),LaTeX,Sciences physiques
8212e83dc0b219d6f9990f2b5b059f95,Other,United States,1991-2000,MS Word,Médecine | Arts et Lettres
821668273c3675ed2fc465eba84c79d3,PhD student,Germany,I haven't published (yet),MS Word | LaTeX,Sciences de la vie
821782ae3253276c8c90d1196accd05d,Professor / Associate professor / Assistant professor,Germany,1991-2000,MS Word | LaTeX,Ingénierie & technologie
821838800d0887883ef84849d41f60ff,PhD student,Ghana,2006-2010,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine
82195279f0ca452acd5384837fafcb20,Professor / Associate professor / Assistant professor,France,before 1991,MS Word,Sciences physiques
8228a819778e817ef1bac1000ed75b53,Other,United States,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
822a4ffef1360358676f436b11ff5fbe,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word | LaTeX,Sciences sociales et économie
822bcd920324dd709fb38af2e9e927c4,Professor / Associate professor / Assistant professor,Hungary,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie
822c726226562e738bbe32e99e1f53b0,PhD student,Netherlands,I haven't published (yet),MS Word,Médecine
822c7cda993196c6fb20c004bd4f0d66,Bachelor/Master student,Japan,I haven't published (yet),MS Word,Ingénierie & technologie
822e671c7cdaf8da2f3923dfb2a1b20c,PhD student,South Africa,2011-2016,MS Word | LaTeX,Sciences physiques
822f9eba4c7bb1a97a1a700dafc48531,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word | Google Drive/Docs,Arts et Lettres
82309804019770abb77844a4f0eb4b3b,Librarian,Spain,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
8230a02896ae3f7be97641d6ce6f9424,Bachelor/Master student,Ghana,2011-2016,MS Word,Sciences sociales et économie
82347718c43612bb3cb21dacb575cde6,Professor / Associate professor / Assistant professor,Australia,1991-2000,MS Word | Google Drive/Docs,Arts et Lettres
8234b6b94820c4a37777d9cecb13c9e2,Other,Russia,2006-2010,MS Word,Sciences sociales et économie
823753d20708f02400513c70ce27434c,Librarian,France,2006-2010,MS Word,Médecine
823883811d0b80bf2db0a421ef3b6c04,Professor / Associate professor / Assistant professor,Greece,I haven't published (yet),MS Word,Médecine
823c4ba4fe66107c76ef027f671fac5e,PhD student,Czech Republic,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie
82417860a8993beffb52ef6c4e516a5c,Bachelor/Master student,Germany,I haven't published (yet),LibreOffice | MS Word | Google Drive/Docs,Sciences sociales et économie
82430727af711438e6246129ab26dc8e,PhD student,Germany,2006-2010,MS Word | LaTeX,Ingénierie & technologie
8248a916e72b627dfae93ffa25081454,Professor / Associate professor / Assistant professor,Taiwan,2001-2005,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie
824b11674c426b84d5114a28bf7e4ecf,Professor / Associate professor / Assistant professor,Germany,1991-2000,MS Word | LaTeX,Ingénierie & technologie
824bf4802e52c701aad7fa156e5d8402,Professor / Associate professor / Assistant professor,South Africa,before 1991,OpenOffice | MS Word,Arts et Lettres
8254e742da9987f6b84dc46a99ce814a,Other,Canada,2001-2005,Markdown | MS Word | LaTeX,Sciences de la vie | Sciences sociales et économie
82579f6c5266cb2b2ad7f89fc16d5489,Postdoc,United Kingdom,2011-2016,MS Word,Sciences physiques | Sciences de la vie
825a36c3f58f46c7d675a0a132f5993a,Bachelor/Master student,Germany,2001-2005,MS Word,Ingénierie & technologie
825ab67e2201240d2633af04443d6edd,PhD student,Norway,2011-2016,LaTeX,Sciences physiques
825e7281adfd2e8b791ac527d889fa6c,Bachelor/Master student,Venezuela,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie | Médecine
8261d84ace9d54f1f6551d350e27b14b,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Sciences physiques | Ingénierie & technologie | Sciences de la vie
8261f6cd2eed80c8d1873ff8a1f5f883,PhD student,Germany,2011-2016,MS Word | LaTeX,Ingénierie & technologie | Sciences de la vie
8262989930abc0f745b715cf54eed5f9,Librarian,Denmark,I haven't published (yet),MS Word,Arts et Lettres
826a3cbf11005b40419870884c06da1d,PhD student,United Kingdom,2011-2016,MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
826e49d751d0e58c53a297b80901826d,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,MS Word | Scrivener,Sciences sociales et économie
827282047613b4e154a3241b07bbe3d4,Postdoc,United States,2006-2010,MS Word,Arts et Lettres
827a13f2e01be21951018136ba6b12fb,Professor / Associate professor / Assistant professor,Brazil,1991-2000,MS Word,Sciences sociales et économie
827b00efd4261e316447c0146a5c9b3f,Other,United States,1991-2000,MS Word,Sciences de la vie
8282c25f996ce96ebe8ffba8c16d75e7,Professor / Associate professor / Assistant professor,Colombia,2006-2010,MS Word | Scrivener,Sciences sociales et économie | Arts et Lettres
82877e6e47f2363f4c9cdd92e4c2e7b0,Bachelor/Master student,France,I haven't published (yet),MS Word | LaTeX,Sciences physiques | Ingénierie & technologie | Sciences de la vie
828d195ce3c8b621caff6d2220391491,Bachelor/Master student,Germany,2011-2016,LaTeX,Ingénierie & technologie
82953158c7a747b2622b598f87fff8eb,Professor / Associate professor / Assistant professor,Russia,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie
829884d6ab7605fc22a80b90c0e1887a,Industry / Government,France,2011-2016,MS Word | Authorea,Sciences de la vie
829bb3116d5217666ee9f5956030c179,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,MS Word | Google Drive/Docs,Arts et Lettres
82a262db45d17dbec15963f832755af6,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word | Google Drive/Docs,Sciences de la vie
82a33c62416de32215280e7011d7affd,Professor / Associate professor / Assistant professor,Chile,1991-2000,MS Word,Droit
82a4a9403b3aaab9aeecea9a72e8add5,Other,United States,1991-2000,MS Word | Google Drive/Docs,Médecine
82a57ed77cbfaf53cf930b868d6d7684,Librarian,United States,before 1991,MS Word | Overleaf (=WriteLaTeX),Médecine
82a7f358682b162142b7d04212525f35,Industry / Government,United States,before 1991,MS Word,Sciences de la vie
82a928f425df89a7665c79a6226751c9,Professor / Associate professor / Assistant professor,China,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
82ac643bcbe342a9caea707ef9d2751e,Postdoc,Germany,2011-2016,MS Word,Sciences de la vie
82aec3e9abb27457400610162a108d71,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word | LaTeX,Ingénierie & technologie
82b376e35e721b3444cc51c294112bfc,PhD student,Netherlands,I haven't published (yet),MS Word,Sciences sociales et économie
82b42fd2911a01c2191b998811ce7716,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word,Sciences sociales et économie
82b46d25bfdc816d945c7b7c6147d53c,Other,United States,I haven't published (yet),MS Word | Google Drive/Docs,Médecine | Sciences sociales et économie
82b53e6f49eb6440293d868fdd866d2d,Other,Italy,before 1991,MS Word | Google Drive/Docs,Médecine
82b8029f0d4a25201879cf74ebb38edb,Professor / Associate professor / Assistant professor,France,2001-2005,LibreOffice | MS Word | Scrivener,Droit
82b8a68fcc06417f26ba32c4a10ee04c,Librarian,United States,2001-2005,MS Word,Médecine
82b9e255d5dc803e109b43476a58e449,Other,United Kingdom,I haven't published (yet),Sibelius | MS Word,Arts et Lettres
82ba117ba4328fd03869be3f77edad2a,Postdoc,Mexico,1991-2000,MS Word,Arts et Lettres
82bb3869e55c5d18aec24e8f4192e145,Professor / Associate professor / Assistant professor,United States,2006-2010,MS Word,Arts et Lettres
82c0362514eea3d0fda6998bcb2fb0ec,Professor / Associate professor / Assistant professor,Spain,before 1991,MS Word,Sciences de la vie | Médecine
82c62afe18e8f4b5e48c8480aa82c96c,PhD student,Cameroon,I haven't published (yet),MS Word,Arts et Lettres
82c6aee2b578d3e13371650419aafa02,Bachelor/Master student,Germany,I haven't published (yet),MS Word,Sciences de la vie
82c8e4a1d5002e78b99fb0b574b2e638,PhD student,Norway,I haven't published (yet),LaTeX,Sciences physiques
82c92b92ba344d979778701cda2ec795,Postdoc,United Kingdom,2011-2016,MS Word,Sciences physiques
82cc04f0fa780fa1a2f8fd2b3bb24caa,Postdoc,Norway,2006-2010,MS Word | Google Drive/Docs,Sciences physiques
82cdc257bfc9b56fd59a5992a38fa56b,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word | LaTeX,Sciences physiques | Ingénierie & technologie
82ce706f2ee1c5cf58c00862475a8519,PhD student,Netherlands,1991-2000,MS Word,Sciences de la vie
82d02b6274706e641f01ede808d28b95,PhD student,Netherlands,2011-2016,MS Word,Sciences sociales et économie
