id,role,last affiliation country,first publication year,tools,disciplines
da663253a0d7c645ba55faf98d784262,Professor / Associate professor / Assistant professor,Brazil,1991-2000,MS Word | Overleaf (=WriteLaTeX),Sciences sociales et économie
da6a3fdbfb40bbc86af4aace3091a258,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word,Médecine
da6adb59f0daf98c20e783b6c06cf595,Other,Madagascar,2006-2010,MS Word,Sciences de la vie
da6d26ff27032bb45f1e4a2320286ce8,Postdoc,United States,2001-2005,MS Word,Sciences de la vie
da72776861ab150c5583328cf420a5b7,Publisher,United Kingdom,2011-2016,MS Word | Google Drive/Docs | Scrivener,Ingénierie & technologie | Arts et Lettres
da752a5b2afe5ec1ca92de524776544a,Professor / Associate professor / Assistant professor,Japan,before 1991,MS Word,Sciences de la vie
da7d55f10f6679556ecb88ca46ecc5bb,Bachelor/Master student,Germany,I haven't published (yet),Softmaker Office,Médecine
da8075b1926ce8edced8ba9e0219ba36,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,MS Word | Google Drive/Docs,Médecine | Arts et Lettres
da8972b0e07555c3484d87364d8c2de6,Professor / Associate professor / Assistant professor,South Africa,1991-2000,MS Word,Sciences sociales et économie
da8a51361a376e505ebc89775b14bfa1,Postdoc,United Kingdom,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
da8c547089f28ab40c30be74bd401c54,Librarian,United Kingdom,2006-2010,MS Word | Google Drive/Docs | LaTeX | Scrivener,Sciences de la vie
da920d291595e088fc74d8a77b524345,PhD student,United States,2011-2016,MS Word,Arts et Lettres
da928b5af5a996d0f9122bc97b7e849f,Librarian,United States,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
da9445ca06e5aee33235f118238305a5,Professor / Associate professor / Assistant professor,Sweden,before 1991,MS Word | LaTeX,Sciences physiques
da9575b09344e4e99dbd90c0de966319,PhD student,Cameroon,2006-2010,pdf | MS Word,Sciences sociales et économie | Arts et Lettres
da97c5371253eadcf85afbcb236b6998,PhD student,Brazil,I haven't published (yet),MS Word,Sciences de la vie
da9a49c1688e37d3b08b5aa74bc7d443,Professor / Associate professor / Assistant professor,Australia,1991-2000,OpenOffice | LibreOffice | MS Word | Google Drive/Docs,Arts et Lettres
da9bc116383e62b2bfa5523909b686ee,PhD student,United Kingdom,2011-2016,MS Word | LaTeX,Sciences de la vie
da9ca93e56883e037c1da37eb6ef4f28,PhD student,Colombia,2001-2005,Google Drive/Docs,Sciences de la vie
da9fd7442503e67f82a756c5c4cdddfa,PhD student,Netherlands,2011-2016,MS Word,Sciences de la vie | Médecine
daa0d75cc3b6834c354d5c525327677b,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,MS Word,Sciences sociales et économie
daacdad344d79d24963b61d0072e0b28,Other,United States,2001-2005,MS Word | Google Drive/Docs | Overleaf (=WriteLaTeX),Sciences sociales et économie
dab0aedd8059a27dd6035401d306f64b,Industry / Government,France,before 1991,LaTeX | Overleaf (=WriteLaTeX),Sciences physiques
dab3dc430b0569021096363ddcd5d96c,Librarian,United States,2011-2016,MS Word | Google Drive/Docs,Médecine
dac0f83f22bd41e96b0ffa0acef3b650,Professor / Associate professor / Assistant professor,Sweden,before 1991,MS Word,Médecine
dac1ffe6311786067b22827ad6fdde58,Publisher,Norway,I haven't published (yet),Pages | MS Word | Google Drive/Docs,Sciences sociales et économie
dac309b2d317a20982b34f8c9fd33a46,Professor / Associate professor / Assistant professor,India,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
dac6be0ef8eb33fda6ffe019b5bb54ae,Other,France,2011-2016,MS Word,Sciences sociales et économie | Arts et Lettres
dacadcd77398d2fc530472a7ce059db7,Professor / Associate professor / Assistant professor,Italy,before 1991,MS Word,Ingénierie & technologie
daccea5a250d98df0b04e6308dd4d76a,Professor / Associate professor / Assistant professor,Morocco,2011-2016,MS Word,Sciences de la vie
dace4d48a7a42f5a69f7cf7c8d254aec,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,MS Word,Ingénierie & technologie
dad39f8d886a5b0e72189dac020a983d,Professor / Associate professor / Assistant professor,Portugal,2011-2016,MS Word | Google Drive/Docs | LaTeX,Ingénierie & technologie
dad9b09471b81bc6c51b189d46255bb1,Professor / Associate professor / Assistant professor,Slovakia,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
dadb578135d52b743e6c60cfe713708f,PhD student,France,2011-2016,MS Word,Sciences physiques
dadbf8d7cee9a2ea6593184575e2c954,Librarian,United States,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
dadd2df9f14913113792b4c2705793e8,Other,Brazil,2001-2005,MS Word,Sciences sociales et économie
dae26b9f7d7e5dcd215b9e6db7c97f5d,Professor / Associate professor / Assistant professor,Spain,2001-2005,MS Word,Sciences de la vie
dae4979f5b0605bb3a86ccbc4425053d,Other,Netherlands,before 1991,Adobe Acrobat Pro | MS Word,Sciences de la vie
dae600afe39ff2abc8c4842ebcf73c91,Professor / Associate professor / Assistant professor,Portugal,2006-2010,MS Word | Google Drive/Docs,Médecine
dae8638fed9ad87e717cdfc898db323a,Professor / Associate professor / Assistant professor,France,2001-2005,MS Powerpoint | MS Word,Sciences de la vie
daea2e16adcae05086d7c3e6a2b14cc0,Professor / Associate professor / Assistant professor,Russia,before 1991,MS Word | Google Drive/Docs,Médecine
daf1a097f95af57901014c33842dbfed,Bachelor/Master student,Germany,2011-2016,MS Word | Google Drive/Docs,Sciences physiques
daf1f674a512a4a7f5476ffe6c705042,Professor / Associate professor / Assistant professor,Greece,1991-2000,MS Word,Ingénierie & technologie
daf42f1311063e00ce6c69570abb9ece,PhD student,Netherlands,2011-2016,MS Word,Médecine
daf4bad186611a236ec29d79e2b7374a,PhD student,France,I haven't published (yet),MS Word,Sciences sociales et économie
daf74115b41ede7f2b3b62ba0690c462,PhD student,Taiwan,2011-2016,Dropbox | MS Word | Google Drive/Docs,Sciences sociales et économie
daf7b033a279921aa33c12450eacd8c5,PhD student,Germany,1991-2000,Citavi | MS Word,Sciences sociales et économie
daf7bd4c43f0cb83a606dfb02247bbbc,PhD student,Uruguay,I haven't published (yet),MS Word | LaTeX,Ingénierie & technologie
dafeaef55b7189b3ba458f1af423f4a6,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences sociales et économie
db0b8fb0cf0c6f145263970e56613879,Professor / Associate professor / Assistant professor,India,2006-2010,MS Word,Sciences de la vie | Médecine
db0fa8daa3a596675a30969c29230ac1,Professor / Associate professor / Assistant professor,Vietnam,2011-2016,MS Word | Google Drive/Docs,Ingénierie & technologie
db118397a81121e6f7e2803a658a3642,Librarian,Switzerland,2001-2005,MS Word,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine | Sciences sociales et économie | Droit | Arts et Lettres
db1487ef82868b1b14c2af32684e11f2,Professor / Associate professor / Assistant professor,Argentina,1991-2000,MS Word | Google Drive/Docs,Médecine
db14c0b904e6c852f3c9b494838bfab1,PhD student,Netherlands,2011-2016,MS Word,Sciences de la vie | Médecine
db1ba1b37ac20528096d1afe12c4f50f,PhD student,United States,I haven't published (yet),MS Word,Sciences sociales et économie
db2122283c33190fc9ee5fad0395288d,Other,South Korea,2006-2010,MS Word,Sciences sociales et économie
db2250401ef6759dfa81be73f9ffaedc,Librarian,Switzerland,I haven't published (yet),MS Word,Sciences sociales et économie | Droit | Arts et Lettres
db271b80e2acbf7b60cbe8cfdaad2db0,Other,Germany,I haven't published (yet),MS Word | LaTeX,Sciences physiques | Ingénierie & technologie
db2b64d4bcb5c3aa0598a123744db7d9,Postdoc,United Kingdom,2006-2010,MS Word,Ingénierie & technologie
db2bbb0ffaf8f846d6911b6678ca15c9,Professor / Associate professor / Assistant professor,Mexico,2001-2005,EndNote | MS Word | Google Drive/Docs,Médecine
db2ca4088681efc023f96d6fa018b4cf,Professor / Associate professor / Assistant professor,Australia,2011-2016,RStudio | RMarkdown | Pandoc | Google Drive/Docs | Scrivener,Médecine
db2f45c8a6ad2207696f198d8e31f2c5,Professor / Associate professor / Assistant professor,Russia,1991-2000,MS Word | Google Drive/Docs,Arts et Lettres
db30d8f9147f8105eef537e66b2c8ace,Bachelor/Master student,Germany,I haven't published (yet),MS Word | Google Drive/Docs,Arts et Lettres
db342b22de3f49daf7e64886a24c62fe,Other,France,2001-2005,OpenOffice | MS Word | Google Drive/Docs | LaTeX,Sciences physiques
db375380643949b5d76e78861cdc1112,Professor / Associate professor / Assistant professor,Mexico,2001-2005,MS Word,Sciences sociales et économie
db3a2399a4310023f5de4d30c1d25cdf,Professor / Associate professor / Assistant professor,Taiwan,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie | Médecine
db3ec4ef77109880b68dfe0fa4618d08,Postdoc,United Kingdom,2011-2016,MS Word,Ingénierie & technologie
db408b062366fae364a1830e819b7311,Librarian,Nigeria,I haven't published (yet),MS Word,Sciences sociales et économie | Arts et Lettres
db41b811c18ac30b75a05a967bd453ea,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Ingénierie & technologie
db452a5405213edacbb7ed7a3373255a,Professor / Associate professor / Assistant professor,Moldova,2001-2005,MS Word,Sciences sociales et économie
db45cfe31a4876b9c909395344b123d5,PhD student,Netherlands,2006-2010,MS Word | LaTeX,Ingénierie & technologie
db46e37581752c9cef6c271a2342c613,PhD student,Netherlands,2011-2016,MS Word,Sciences de la vie
db482765723ca6b55e2abd4add635797,Bachelor/Master student,China,2011-2016,MS Word,Sciences physiques | Sciences de la vie | Médecine
db487f033e68d327ff8f1ab133681f43,Professor / Associate professor / Assistant professor,Spain,before 1991,Texmaker | Pages,Ingénierie & technologie | Sciences de la vie
db4abc37a275c5e36d4c9b5bf194555b,Other,France,2006-2010,MS Word | LaTeX,Sciences de la vie
db4b4f6ce729f214f5e37b2e4c3cfbad,Publisher,Netherlands,1991-2000,MS Word,Sciences physiques
db4f4d486b7021f1263251ff369dbaf0,Librarian,Slovenia,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie | Droit | Arts et Lettres
db4f8317b6cf00d3f6c92796fd161801,Professor / Associate professor / Assistant professor,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
db60d29dcb0d3ce98a3837c4efe95c1f,Postdoc,Germany,2011-2016,LaTeX,Sciences physiques
db61a51c8ff11cf5a3786f63615ef9e9,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,MS Word,Sciences sociales et économie
db640dd9503cb4e1fd133c19b16732f4,Librarian,Canada,2001-2005,MS Word | Google Drive/Docs,Sciences sociales et économie
db6454320604e27ee3e77f2ba0edc8df,Postdoc,Italy,2006-2010,MS Word,Sciences sociales et économie
db675e29870c0531bcd3a6b6855b5006,PhD student,Sri Lanka,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
db6c38fc9e9e899e625b8c4b62428fea,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,MS Word | Google Drive/Docs,Arts et Lettres
db6d106e72a6efeee6cf2b32f8c27611,PhD student,Netherlands,2011-2016,MS Word,Droit
db6d62b6de8779ab32826706bbb083f7,Postdoc,United States,2006-2010,MS Word,Médecine
db6f019d27d2bb56ffb92883da6e4817,Librarian,Tanzania,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
db75baae2ca17e8c54c796e95719448a,Other,Trinidad and Tobago,I haven't published (yet),MS Word | Google Drive/Docs,Sciences physiques
db7789f12b9959131142e9bf5c007af9,Bachelor/Master student,Norway,2011-2016,MS Word,Arts et Lettres
db77f0705e97d25a3961c3baedc4339c,Librarian,United States,1991-2000,MS Word,Sciences de la vie
db7d8e769518d990c11959e6bc28ae8a,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Médecine
db7eb8dee98216607df19e11152cffdf,PhD student,Finland,2011-2016,OpenOffice | MS Word,Sciences sociales et économie
db7ef47e4d1fe8c112a826502ec2d07e,Postdoc,Brazil,2006-2010,MS Word | Google Drive/Docs,Sciences de la vie
db8205ac7990f1bac9627a32503062b9,Professor / Associate professor / Assistant professor,Portugal,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
db83d24ef5e886fdaf1a11afeebe8eca,PhD student,Netherlands,2006-2010,LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
db881ad4fcce7b341220efeed7a4e0b0,PhD student,Russia,2011-2016,MS Word,Sciences de la vie
db889691df112f881233b94e0d6d15a6,Professor / Associate professor / Assistant professor,United States,2006-2010,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Sciences sociales et économie | Arts et Lettres
db892622e5b631d60416d5a81f1e2945,Professor / Associate professor / Assistant professor,France,before 1991,MS Word,Sciences physiques
db901314951b77122f29b6c07559bcbb,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word,Médecine
db97240a2900da7385b9c08158e0c77d,Professor / Associate professor / Assistant professor,Brazil,2011-2016,MS Word | Google Drive/Docs | Authorea | LaTeX | Overleaf (=WriteLaTeX) | Scalar,Sciences de la vie
db97f9c9ded3a474f82301eca90bebf0,PhD student,United Kingdom,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
db9a713454e064d1c53851b496764edc,PhD student,Switzerland,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
db9aae25e2cf972ab7a30e2820203127,Professor / Associate professor / Assistant professor,Norway,2001-2005,MS Word,Sciences de la vie
db9ba645a05d3c7207baf7ac33b5238b,Bachelor/Master student,Canada,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie | Droit | Arts et Lettres
db9c3634dc0b6854bcef67292cb6df29,Professor / Associate professor / Assistant professor,Spain,before 1991,MS Word,Sciences physiques
db9c5766ded89e6dc42c139e900cf699,Professor / Associate professor / Assistant professor,Canada,before 1991,MS Word,Sciences de la vie
db9db701ea5120347f650fad5c11c759,Librarian,Spain,I haven't published (yet),MS Word | Google Drive/Docs | LaTeX,Sciences sociales et économie
db9f0790fef9d4a2de3b743935fdf0aa,Other,United States,1991-2000,MS Word | LaTeX,Sciences de la vie
dba365ef6a4297c5c86e631053e7ef57,Other,France,I haven't published (yet),Overleaf (=WriteLaTeX),Sciences de la vie
dba6a56e6e936ed5e287b3c83d5e097f,Other,Sweden,before 1991,MS Word,Ingénierie & technologie
dbac6cc63df5fb1a125b80cc2a548d8c,Professor / Associate professor / Assistant professor,Romania,2001-2005,LaTeX,Sciences physiques
dbad314a011f3f8f05323cb0e1a0010f,Professor / Associate professor / Assistant professor,Greece,2001-2005,MS Word,Sciences sociales et économie
dbb6e3916719e3755bd356da83255125,Other,Netherlands,1991-2000,MS Word,Médecine
dbb82ed247b3b4bcb4736558b920263a,Industry / Government,United States,1991-2000,MS Word,Sciences sociales et économie
dbb95277eaf777076719a5028f032454,Bachelor/Master student,Germany,I haven't published (yet),LibreOffice | MS Word | LaTeX,Sciences physiques
dbba53f310d1bb267e6803259e6663aa,Industry / Government,United States,before 1991,MS Powerpoint | MS Excel | Adobe Illustrator | MS Word,Sciences physiques
dbbbc93344b60524b4ee4f8d11d5fa97,Professor / Associate professor / Assistant professor,Argentina,2001-2005,OpenOffice | MS Word,Sciences de la vie
dbbc9e0b64c32a63a72b651520e3b4fb,Professor / Associate professor / Assistant professor,France,1991-2000,Overleaf | MS Word | LaTeX,Ingénierie & technologie
dbbdeb780c1912df182bc9724fd0e369,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Médecine | Sciences sociales et économie
dbbff2497aec546bcf905276d734428c,Librarian,Denmark,2011-2016,MS Word | Authorea,Sciences sociales et économie
dbc2787f6523ba98c1826fe30c95eb06,Other,Iceland,1991-2000,MS Word,Sciences sociales et économie
dbc746869c1a98cfe8f6822c778c7eef,Librarian,United Kingdom,I haven't published (yet),Google Drive/Docs | LaTeX,Sciences physiques | Ingénierie & technologie
dbc7ed5eb1ead6ec5626a8945f5ebcab,Professor / Associate professor / Assistant professor,Hungary,1991-2000,MS Word,Sciences de la vie
dbc89de09cf06fce4e316e14089118fd,PhD student,Taiwan,2006-2010,MS Word,Sciences sociales et économie
dbd3be47f27ef4ae97f22222c0b874ac,PhD student,United States,I haven't published (yet),MS Word,Sciences physiques | Sciences de la vie
dbd9c4d97db24a7ccb4849bea44371ff,PhD student,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
dbdc83aecc54d7a2f7fd8595977697fa,Industry / Government,United Kingdom,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie | Droit
dbdf285ae1426a828db399d2abd5f299,Other,Germany,before 1991,MS Word,Arts et Lettres
dbe4a63d037b624e041a7f5a2d3eaab4,PhD student,Canada,I haven't published (yet),MS Word,Droit
dbe7345712c12542061d08c9c0c9b9ce,Bachelor/Master student,Germany,I haven't published (yet),MS Word | LaTeX,Ingénierie & technologie
dbe7a0a1663df577dbe7d1b2cef9d4ac,PhD student,Mexico,2011-2016,MS Word,Sciences de la vie
dbe916b4cbf0726cfcd8023a44330192,Professor / Associate professor / Assistant professor,Thailand,2011-2016,MS Word,Sciences sociales et économie
dbe92b66319c975f83fbc041ba765569,Other,France,2011-2016,MS Word | Google Drive/Docs,Ingénierie & technologie
