id,role,last affiliation country,first publication year,weight,tool,famille d'outil,discipline,discipline_cat
f5f40d76fee76e29eca6a1b398af66a4,Professor / Associate professor / Assistant professor,South Korea,1991-2000,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f612637362bb30b1c6128320d6d5fd2f,PhD student,India,I haven't published (yet),0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f618beb08ff344497024060c5c4ee606,Professor / Associate professor / Assistant professor,Pakistan,2011-2016,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f62010b2177c5bde4d56880417643ccd,Postdoc,Australia,2006-2010,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f629cdd2a6a9bef53cfca31355069d30,Industry / Government,Finland,2006-2010,0.1111111111111111,MS Word,Word et apparentés,Sciences de la vie,STEM
f629cdd2a6a9bef53cfca31355069d30,Industry / Government,Finland,2006-2010,0.1111111111111111,Google Drive/Docs,Word et apparentés,Sciences de la vie,STEM
f629cdd2a6a9bef53cfca31355069d30,Industry / Government,Finland,2006-2010,0.1111111111111111,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
f629cdd2a6a9bef53cfca31355069d30,Industry / Government,Finland,2006-2010,0.1111111111111111,Overleaf (=WriteLaTeX),format/éditeur apparenté à TeX,Sciences de la vie,STEM
f62e4dd9a366a0bbfe1f1070b76d4aa8,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.2,Adobe Photoshop,autre,Sciences de la vie,STEM
f62e4dd9a366a0bbfe1f1070b76d4aa8,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.2,GIMP,autre,Sciences de la vie,STEM
f62e4dd9a366a0bbfe1f1070b76d4aa8,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.2,Reference Manager,autre,Sciences de la vie,STEM
f62e4dd9a366a0bbfe1f1070b76d4aa8,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.2,MS Word,Word et apparentés,Sciences de la vie,STEM
f633c45bcf077a63e24b39372cda561e,Postdoc,Australia,1991-2000,0.16666666666666666,Dropbox,autres bureautique (wysiwyg),Sciences de la vie,STEM
f633c45bcf077a63e24b39372cda561e,Postdoc,Australia,1991-2000,0.16666666666666666,Cloudstor / Cloudstor+,autre,Sciences de la vie,STEM
f633c45bcf077a63e24b39372cda561e,Postdoc,Australia,1991-2000,0.16666666666666666,MS Word,Word et apparentés,Sciences de la vie,STEM
f633c45bcf077a63e24b39372cda561e,Postdoc,Australia,1991-2000,0.16666666666666666,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
f63d795c104048b1e47a4f74083ded76,PhD student,Finland,2011-2016,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
f63d795c104048b1e47a4f74083ded76,PhD student,Finland,2011-2016,0.3333333333333333,Google Drive/Docs,Word et apparentés,Sciences de la vie,STEM
f64d7bf5a76efb918c0870554d00d1c7,Other,France,before 1991,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
f64d8a6002e002691113a59fb6acbfa2,Professor / Associate professor / Assistant professor,Switzerland,before 1991,0.25,MS Word,Word et apparentés,Sciences de la vie,STEM
f64d8a6002e002691113a59fb6acbfa2,Professor / Associate professor / Assistant professor,Switzerland,before 1991,0.25,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
f65a6ca739cc2dadaa7ce04277265ab9,Postdoc,United States,2006-2010,0.25,InkScape,autre,Sciences de la vie,STEM
f65a6ca739cc2dadaa7ce04277265ab9,Postdoc,United States,2006-2010,0.25,GIMP,autre,Sciences de la vie,STEM
f65a6ca739cc2dadaa7ce04277265ab9,Postdoc,United States,2006-2010,0.25,MS Word,Word et apparentés,Sciences de la vie,STEM
f666968a613c282c18b7fc94b70f07f8,Professor / Associate professor / Assistant professor,Germany,before 1991,0.2,LibreOffice,autres bureautique (wysiwyg),Sciences de la vie,STEM
f666968a613c282c18b7fc94b70f07f8,Professor / Associate professor / Assistant professor,Germany,before 1991,0.2,JabRef,autre,Sciences de la vie,STEM
f666968a613c282c18b7fc94b70f07f8,Professor / Associate professor / Assistant professor,Germany,before 1991,0.2,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
f666ebcb2c79cac992027abdf25ca617,PhD student,United Kingdom,2011-2016,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
f666ebcb2c79cac992027abdf25ca617,PhD student,United Kingdom,2011-2016,0.3333333333333333,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
f673f2f03471b1d1612636458be14f79,Postdoc,United States,2006-2010,0.2,MS Word,Word et apparentés,Sciences de la vie,STEM
f673f2f03471b1d1612636458be14f79,Postdoc,United States,2006-2010,0.2,Google Drive/Docs,Word et apparentés,Sciences de la vie,STEM
